都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険サービスの指定状況,障害福祉サービスの指定状況,備考
012041,0172900052,北海道,旭川市,特別養護老人ホーム愛善園,トクベツヨウゴロウジンホームアイゼンエン,介護老人福祉施設,北海道旭川市春光台４条１１丁目５２４９番地の１０,,43.831071000000000,142.371558599999960,0166-52-8118,0166-52-8102,2450005000246,社会福祉法人愛善会,0172900052,,,0,http://aizenkai-swc.jp/,,,,
012041,0172908048,北海道,旭川市,特別養護老人ホームエテルナ,トクベツヨウゴロウジンホームエテルナ,介護老人福祉施設,北海道旭川市近文町13丁目2916番地２,,43.783516544893600,142.334183909787000,0166-85-7875,0166-55-3800,,社会福祉法人寿光会,0172908048,,,,http://www.jukoukai.net/,,,,
012084,0175000942,北海道,北見市,特別養護老人ホームあいせいの杜,トクベツヨウゴロウジンホームアイセイノモリ,介護老人福祉施設,北海道北見市相内町97番地1,,43.800378500000000,143.755740400000040,0157-66-6888,0157-66-6911,,社会福祉法人愛和会,0175000942,,,0,https://www.aiseinomori.com/,,,,
012084,0175000322,北海道,北見市,特別養護老人ホーム　光の苑,トクベツヨウゴロウジンホーム　ヒカリノソノ,介護老人福祉施設,北海道北見市東陵町１１６番1,,43.826510000000000,143.898155299999980,0157-23-4063,0157-33-5363,3460305000084,社会福祉法人北海道仕愛会,0175000322,,,0,http://shiaikai.jp/,,,,
012084,0175012616,北海道,北見市,特別養護老人ホーム光の苑,トクベツヨウゴロウジンホームヒカリノソノ,介護老人福祉施設,北海道北見市東陵町116番1,,43.826560000000000,143.898166400000040,0157-23-4063,0157-33-5363,3460305000084,社会福祉法人北海道仕愛会,0175012616,,,,http://shiaikai.jp/,,,,
012084,0175000140,北海道,北見市,特別養護老人ホームるべしべ希楽苑,トクベツヨウゴロウジンホームルベシベキラクエン,介護老人福祉施設,北海道北見市留辺蘂町上町143番地1,,43.788374999999990,143.602926499999970,0157-42-2223,0157-42-2438,,社会福祉法人北陽会,0175000140,,,,http://www.hokuyoukai12721.info,,,,
012084,0175012319,北海道,北見市,特別養護老人ホームこもれびの里せせらぎ,トクベツヨウゴロウジンホームコモレビノサトセセラギ,介護老人福祉施設,北海道北見市北光280番地10,,43.779394600000000,143.866915599999970,0157-68-1165,0157-26-0500,3460305000101,社会福祉法人きたの愛光会,0175012319,,,50,https://www.kitano-aikoukai.com,,,,
012084,0175000116,北海道,北見市,指定介護老人福祉施設　北寿園,シテイカイゴロウジンフクシシセツ　ホクジュエン,介護老人福祉施設,北見市川東３５４番地7,,43.797663300000000,143.917421500000050,0157-61-3135,0157-66-3588,1460305000086,社会福祉法人めぐみ会,0175000116,,,0,http://www.k-megumikai.or.jp/newpage1.html,,,,
012068,0174100107,北海道,釧路市,社会福祉法人釧路啓生会　釧路昭和啓生園,シャカイフクホウジンクシロケイセイカイ　クシロショウワケイセイエン,介護老人福祉施設,北海道釧路市昭和南５丁目２３番１号,,43.022055300000000,144.351890499999970,0154-51-5541,0154-51-3193,,社会福祉法人　釧路啓生会,0174100107,,,0,http://www.k-keisei.or.jp,,,,
012068,0174100529,北海道,釧路市,特別養護老人ホーム百花苑,トクベツヨウゴロウジンホームヒャッカエン,介護老人福祉施設,釧路市昭和190番地4521,,43.032751400000000,144.354339999999980,0154-55-1165,0154-55-6577,3460005000368,社会福祉法人　夕秀会,0174100529,,,0,http://www.hjg.jp,,,,
012068,0174300160,北海道,釧路市,特別養護老人ホーム鶴の園,トクベツヨウゴロウジンホームツルノソノ,介護老人福祉施設,北海道釧路市阿寒町富士見2丁目5番10号,,43.106885737806310,144.119909159182720,0154-66-1010,0154-66-1011,8460005000363,社会福祉法人扶躬会,0174300160,,,100,https://www.shafuku-fukyukai.or.jp/,,,,
012068,0174100099,北海道,釧路市,特別養護老人ホーム釧路鶴ヶ岱啓生園,トクベツヨウゴロウジンホームクシロツルガダイケイセイエン,介護老人福祉施設,北海道釧路市鶴ヶ岱２丁目２番５号,,42.977267200000000,144.401856400000040,0154-41-1123,0154-41-1124,,社会福祉法人釧路啓生会,0174100099,,,0,http://www.k-keisei.or.jp,,,,
012068,0174101261,北海道,釧路市,特別養護老人ホームさくらの里,トクベツヨウゴロウジンホームサクラノサト,介護老人福祉施設,北海道釧路市桜ヶ岡４丁目１４番１０号,,42.963914400000000,144.425018000000020,0154-92-2151,0154-91-5831,,社会福祉法人釧路創生会,0174101261,,,0,http://www.kushiro-souseikai.com,,,,
012068,0174100750,北海道,釧路市,特別養護老人ホーム釧路北園啓生園,トクベツヨウゴロウジンホーム　クシロキタゾノケイセイエン,介護老人福祉施設,釧路市北園１丁目１番２７号,,43.022382600000000,144.341138700000000,0154-55-5252,0154-55-5251,,社会福祉法人　釧路啓生会,0174100750,,,90,http://www.k-keisei.or.jp,,,,
012068,0174300608,北海道,釧路市,特別養護老人ホームえぞりんどうの里,トクベツヨウゴロウジンホームエゾリンドウノサト,介護老人福祉施設,北海道釧路市音別町中園２丁目１１８番５,,42.893613300000000,143.928699999999930,01547-9-5011,01547-6-3588,,社会福祉法人孝仁会,0174300608,,,50,http://www.k-yuwakai.or.jp/,,,,
012068,0174100131,北海道,釧路市,特別養護老人ホームはるとりの里,トクベツヨウゴロウジンホームハルトリノサト,介護老人福祉施設,釧路市春採７丁目９番７号,,42.978129200000000,144.418779299999980,0154-47-2300,0154-46-7553,,社会福祉法人釧路創生会,0174100131,,,0,http://www.kushiro-souseikai.com,,,,
012076,0174600072,北海道,帯広市,特別養護老人ホーム　愛仁園,トクベツヨウゴロウジホーム　アイジエン,介護老人福祉施設,北海道帯広市西17条南28丁目1番地1,,42.897776200000010,143.178258599999930,0155-48-3311,0155-47-1406,3460105000458,社会福祉法人普仁会,0174600072,,,100,http://www.fujikai.or.jp,,,,
012076,0174600098,北海道,帯広市,特別養護老人ホーム　帯広けいせい苑,トクベツヨウゴロウジンホーム　オビヒロケイセイエン,介護老人福祉施設,北海道帯広市川西町西１線４７番地３,,42.855080800000000,143.177969399999940,0155-59-2952,0155-59-2955,1460105000451,社会福祉法人慧誠会,0174600098,,,71,http://www.keisei-kai.jp/,,,,
012076,0174602045,北海道,帯広市,特別養護老人ホーム帯広けいせい苑ユニット型,トクベツヨウゴロウジンホームオビヒロケイセイエンユニットガタ,介護老人福祉施設,北海道帯広市川西町西1線47番地３,,42.855080800000000,143.177969399999940,0155-59-2952,0155-59-2955,1460105000451,社会福祉法人慧誠会,0174602045,,,44,http://www.keisei-kai.jp,,,,
012076,0174600106,北海道,帯広市,特別養護老人ホーム太陽園,トクベツヨウゴロウジンホームタイヨウエン,介護老人福祉施設,帯広市大正町西１線９６－１,,42.798664300000000,143.157440400000040,0155-64-5570,0155-64-5161,,社会福祉法人帯広太陽福祉会,0174600106,,,0,,,,,
012076,0174601765,北海道,帯広市,特別養護老人ホーム太陽園,トクベツヨウゴロウジンホームタイヨウエン,介護老人福祉施設,北海道帯広市大正町西１線９６－１,,42.798664300000000,143.157440400000040,0155-64-5570,0155-64-5161,,社会福祉法人　帯広太陽福祉会,0174601765,,,0,http://taiyo-fukushi.com/,,,,
012076,0174601088,北海道,帯広市,特別養護老人ホーム帯広慈恩の里,トクベツヨウゴロウジンホームオビヒロジオンノサト,介護老人福祉施設,北海道帯広市空港南町３０３番地１,,42.876530600000000,143.162755699999930,0155-49-2800,0155-49-2815,2460105000459,社会福祉法人真宗協会,0174601088,,,0,http://www.shinsyukyoukai.jp/,,,,
012114,0175300037,北海道,網走市,特別養護老人ホーム　なないろ館,トクベツヨウゴロウジンホーム　ナナイロカン,介護老人福祉施設,北海道網走市南６条東３丁目５番地,,44.019801255972400,144.271685033753530,0152-67-5516,0152-67-8016,,社会福祉法人　網走福祉協会,0175300037,,,0,http://www.rainbow-heights.com/,,,,
012092,0175900034,北海道,夕張市,特別養護老人ホーム　清光園,トクベツヨウゴロウジンホーム　セイコウエン,介護老人福祉施設,北海道夕張市南清水沢1丁目55番地1,,42.986899100000000,142.001752900000040,0123-59-6213,0123-59-5009,8430005006917,社会福祉法人清光園,0175900034,,,0,http://www.yubari-seikouen.jp,,,,
012106,0175700525,北海道,岩見沢市,特別養護老人ホームいちい荘,トクベツヨウゴロウジンホームイチイソウ,介護老人福祉施設,岩見沢市栗沢町最上２２２番地６,,43.120021000000000,141.759632799999960,0126-45-4121,0126-45-4120,5430005006663,社会福祉法人栗沢福祉会,0175700525,,,,http://www.ichiisou.jp/,,,,
012106,0175701051,北海道,岩見沢市,特別養護老人ホーム　新いちい荘,トクベツヨウゴロウジンホーム　シンイチイソウ,介護老人福祉施設,北海道岩見沢市栗沢町最上222番地6,,43.120613468714420,141.759604851427900,0126-45-4121,0126-45-4120,,栗沢福祉会,0175701051,,,0,http://www.ichiisou.jp/,,,,
012106,0175700798,北海道,岩見沢市,特別養護老人ホームぬくもりの郷,トクベツヨウゴロウジンホームヌクモリノサト,介護老人福祉施設,岩見沢市6条西19丁目8番地,,43.193241099999990,141.749885500000000,0126-25-5500,0126-25-5577,8430005007130,社会福祉法人萌佑会,0175700798,,,0,https://www.iwamizawanouge.com/nukumori-top,,,,
012106,0175700079,北海道,岩見沢市,特別養護老人ホーム　こぶし,トクベツヨウゴロウジンホーム　コブシ,介護老人福祉施設,北海道岩見沢市志文町301番地,,43.164769700000000,141.758146900000040,0126-23-1111,0126-23-1327,2430005006666,社会福祉法人クピド・フェア,0175700079,,,0,http://www.cupid.or.jp,,,,
012106,0175700541,北海道,岩見沢市,特別養護老人ホーム野菊,トクベツヨウゴロウジンホームノギク,介護老人福祉施設,北海道岩見沢市2条東15丁目2番地2,,43.213975800000010,141.782459400000000,0126-25-4165,0126-25-3865,,社会福祉法人緑生会,0175700541,,,0,http://www.nogiku.org/,,,,
012149,0176700755,北海道,稚内市,社会福祉法人稚内市社会福祉事業団稚内市特別養護老人ホーム富士見園,シャカイフクシホウジンワッカナイシシャカイフクシジギョウダンワッカナイシトクベツヨウゴロウジンホームフジミエン,介護老人福祉施設,稚内市富士見５丁目１１７８番地の１,,45.413919000000000,141.636831799999980,0162-28-1011,0162-28-1012,5450005002917,社会福祉法人稚内市社会福祉事業団,0176700755,,,,http://www.wakkanai-fukusijigyodan.com/,,,,
012149,0176700938,北海道,稚内市,稚内市特別養護老人ホーム富士見園,ワッカナイシトクベツヨウゴロウジンホームフジミエン,介護老人福祉施設,北海道稚内市富士見5丁目1178番地の1,,45.413631800000000,141.636697400000000,0162-28-1011,0162-28-1012,5450005002917,社会福祉法人稚内市社会福祉事業団,0176700938,,,,http://www.wakkanai-fukusijigyoudan.com/,,,,
012122,0176400034,北海道,留萌市,特別養護老人ホーム萌寿園,トクベツヨウゴロウジンホームホウジュエン,介護老人福祉施設,北海道留萌市沖見町６丁目１８番地６,,43.925196842066330,141.643760916007980,0164-43-2727,0164-43-6885,,社会福祉法人　萌寿会,0176400034,,,0,http://hojuenn.org/,,,,
012131,0173602467,北海道,苫小牧市,特別養護老人ホーム沼ノ端はくちょう苑,トクベツヨウゴロウジンホームヌマノハタハクチョウエン,介護老人福祉施設,北海道苫小牧市北栄町３丁目１９番２６号,,42.634302100000000,141.605372100000070,0144-84-3000,0144-84-1560,1430005013028,社会福祉法人沼ノ端はくちょう会,0173602467,,,,http://www.hakuchoukai.jp/,,,,
012131,0173602087,北海道,苫小牧市,特別養護老人ホーム陽だまりの樹,トクベツヨウゴロウジンホームヒダマリノキ,介護老人福祉施設,北海道苫小牧市元中野町2丁目3番3号,,42.635191326106990,141.617749382139550,0144-33-2818,0144-33-2819,4430005009114,社会福祉法人陽樹会,0173602087,,,0,http://hidamarinoki.or.jp/,,,,
012131,0173600065,北海道,苫小牧市,特別養護老人ホームアポロ園,トクベツヨウゴロウジンホームアポロエン,介護老人福祉施設,北海道苫小牧市山手町1丁目12番3号,,42.642730600000014,141.579341600000020,0144-74-8377,0144-74-8377,,山手の里,0173600065,,,50,http://www.yamatenosato.or.jp/,,,,
012131,0173602251,北海道,苫小牧市,特別養護老人ホーム「彩」,トクベツヨウゴロウジンホームアヤ,介護老人福祉施設,北海道苫小牧市表町５丁目１１番５号,,42.639846341226416,141.598070639147980,0144-31-2313,0144-31-2333,,社会福祉法人ふれんど,0173602251,,,0,http://www.friend.or.jp/roujin3/t_aya.html,,,,
012131,0173602939,北海道,苫小牧市,特別養護老人ホーム　樽前慈生園,トクベツヨウゴロウジンホーム　タルマエジセイエン,介護老人福祉施設,北海道苫小牧市美原町3丁目9番1号,,42.611685798503640,141.503268723652400,0144-67-5601,0144-67-5602,1430005008837,社会福祉法人苫小牧慈光会,0173602939,,,,http://www.jikoukai.or.jp,,,,
012131,0173600081,北海道,苫小牧市,特別養護老人ホーム　陽明園,トクベツヨウゴロウジンホーム　ヨウメイエン,介護老人福祉施設,苫小牧市字植苗５１番１７７,,42.724810100000000,141.719675599999960,0144-58-2421,0144-58-2422,,社会福祉法人　緑星の里,0173600081,,,0,http://www.ryokusei.or.jp/,,,,
